timestamp,sales
01-01-2022 00:00,137.0023825
01-01-2022 01:00,109.735896
01-01-2022 02:00,121.3189277
01-01-2022 03:00,146.5734481
01-01-2022 04:00,139.1181601
01-01-2022 05:00,82.2328589
01-01-2022 06:00,120.791601
01-01-2022 07:00,98.77410469
01-01-2022 08:00,99.74828799
01-01-2022 09:00,110.0360512
01-01-2022 10:00,104.7163688
01-01-2022 11:00,130.9323837
01-01-2022 12:00,117.0790842
01-01-2022 13:00,104.3032462
01-01-2022 14:00,110.7584267
01-01-2022 15:00,108.5660648
01-01-2022 16:00,131.7855759
01-01-2022 17:00,97.81224534
01-01-2022 18:00,108.1881808
01-01-2022 19:00,84.85632819
01-01-2022 20:00,50.88986283
01-01-2022 21:00,115.0334472
01-01-2022 22:00,119.2612155
01-01-2022 23:00,87.14060727
02-01-2022 00:00,149.1112419
02-01-2022 01:00,74.64025209
02-01-2022 02:00,104.6541521
02-01-2022 03:00,100.0067209
02-01-2022 04:00,134.4173984
02-01-2022 05:00,133.1604057
02-01-2022 06:00,106.883595
02-01-2022 07:00,111.359313
02-01-2022 08:00,86.05176386
02-01-2022 09:00,64.20296563
02-01-2022 10:00,96.87206818
02-01-2022 11:00,106.9687067
02-01-2022 12:00,128.4589571
02-01-2022 13:00,127.9121567
02-01-2022 14:00,96.12943953
02-01-2022 15:00,97.84133704
02-01-2022 16:00,82.92774893
02-01-2022 17:00,75.50986566
02-01-2022 18:00,69.79623677
02-01-2022 19:00,142.9485647
02-01-2022 20:00,93.7514293
02-01-2022 21:00,95.19440308
02-01-2022 22:00,78.91139809
02-01-2022 23:00,119.5285286
03-01-2022 00:00,73.43198625
03-01-2022 01:00,101.4665538
03-01-2022 02:00,87.82344433
03-01-2022 03:00,113.4822417
03-01-2022 04:00,95.53950516
03-01-2022 05:00,82.15438041
03-01-2022 06:00,105.2147957
03-01-2022 07:00,114.3564939
03-01-2022 08:00,107.1316171
03-01-2022 09:00,111.8621268
03-01-2022 10:00,93.1376631
03-01-2022 11:00,98.58069783
03-01-2022 12:00,92.39772837
03-01-2022 13:00,98.66729027
03-01-2022 14:00,89.60684404
03-01-2022 15:00,71.35553381
03-01-2022 16:00,109.4411249
03-01-2022 17:00,97.86839949
03-01-2022 18:00,73.31146745
03-01-2022 19:00,115.1824957
03-01-2022 20:00,87.79229945
03-01-2022 21:00,106.9885908
03-01-2022 22:00,120.5429103
03-01-2022 23:00,108.5521735
04-01-2022 00:00,130.4902211
04-01-2022 01:00,83.01710717
04-01-2022 02:00,115.7718726
04-01-2022 03:00,94.04025412
04-01-2022 04:00,90.33192913
04-01-2022 05:00,96.18229499
04-01-2022 06:00,101.5396538
04-01-2022 07:00,108.9054275
04-01-2022 08:00,84.49054
04-01-2022 09:00,125.8214827
04-01-2022 10:00,117.129618
04-01-2022 11:00,77.10291162
04-01-2022 12:00,137.6042454
04-01-2022 13:00,145.7684012
04-01-2022 14:00,131.4376253
04-01-2022 15:00,104.2749533
04-01-2022 16:00,86.4698138
04-01-2022 17:00,128.9853169
04-01-2022 18:00,99.84415965
04-01-2022 19:00,132.3680162
04-01-2022 20:00,112.0960305
04-01-2022 21:00,127.4747278
04-01-2022 22:00,115.0806912
04-01-2022 23:00,122.0962428
05-01-2022 00:00,109.9024333
05-01-2022 01:00,145.4212589
05-01-2022 02:00,112.253507
05-01-2022 03:00,117.7664686
05-01-2022 04:00,147.4011115
05-01-2022 05:00,82.7943325
05-01-2022 06:00,84.35122993
05-01-2022 07:00,129.1602802
05-01-2022 08:00,86.32129415
05-01-2022 09:00,148.6676021
05-01-2022 10:00,101.534215
05-01-2022 11:00,94.86891455
05-01-2022 12:00,148.2882675
05-01-2022 13:00,139.451139
05-01-2022 14:00,147.2034385
05-01-2022 15:00,127.9845687
05-01-2022 16:00,92.65057797
05-01-2022 17:00,148.0878069
05-01-2022 18:00,104.5378566
05-01-2022 19:00,125.9584681
05-01-2022 20:00,128.8657957
05-01-2022 21:00,106.8319707
05-01-2022 22:00,122.2251761
05-01-2022 23:00,128.3991383
06-01-2022 00:00,119.2086216
06-01-2022 01:00,89.70351132
06-01-2022 02:00,117.6677068
06-01-2022 03:00,138.2420774
06-01-2022 04:00,97.83441846
06-01-2022 05:00,108.744501
06-01-2022 06:00,103.045537
06-01-2022 07:00,148.7452988
06-01-2022 08:00,125.2173355
06-01-2022 09:00,119.9320933
06-01-2022 10:00,96.39595123
06-01-2022 11:00,122.5906727
06-01-2022 12:00,98.33045186
06-01-2022 13:00,112.4651324
06-01-2022 14:00,99.12301586
06-01-2022 15:00,125.3800195
06-01-2022 16:00,123.3945861
06-01-2022 17:00,107.7082108
06-01-2022 18:00,119.8057364
06-01-2022 19:00,90.03578813
06-01-2022 20:00,82.08328263
06-01-2022 21:00,120.7076847
06-01-2022 22:00,115.2647367
06-01-2022 23:00,124.6433118
07-01-2022 00:00,161.3276294
07-01-2022 01:00,132.5657399
07-01-2022 02:00,95.43112178
07-01-2022 03:00,136.0393082
07-01-2022 04:00,87.39225043
07-01-2022 05:00,104.4901227
07-01-2022 06:00,112.3683989
07-01-2022 07:00,148.0115016
